Infinitive,Partizip II,Hilfsverb
plantschen,geplantscht,haben
pantschen,gepantscht,haben
serbeln,geserbelt,haben
vernadern,vernadert,haben
urinieren,uriniert,haben
raffen,gerafft,haben
knapsen,geknapst,haben
zumachen,zugemacht,haben
entfernen,entfernt,haben
stimmen,gestimmt,haben
auffrieren,aufgefroren,haben
abkacken,abgekackt,haben
weisen,gewiesen,haben
schließen,geschlossen,haben
rechen,gerecht,haben
auferstehen,auferstanden,sein
mundieren,mundiert,haben
kredenzen,kredenzt,haben
malen,gemalt,haben
anberaumen,anberaumt,haben
prokeln,geprokelt,haben
ausfallen,ausgefallen,sein
abweisen,abgewiesen,haben
votieren,votiert,haben
kontrahieren,kontrahiert,haben
protestieren,protestiert,haben
knechten,geknechtet,haben
abkupfern,abgekupfert,haben
beinhalten,beinhaltet,haben
lärmen,gelärmt,haben
gewittern,gewittert,haben
altern,gealtert,sein
quadrieren,quadriert,haben
abspecken,abgespeckt,haben
hungern,gehungert,haben
verhungern,verhungert,sein
aushungern,ausgehungert,haben
puschen,gepuscht,haben
lizenzieren,lizenziert,haben
harnen,geharnt,haben
modern,gemodert,haben
erpressen,erpresst,haben
ermorden,ermordet,haben
ergaunern,ergaunert,haben
überlisten,überlistet,haben
verhaften,verhaftet,haben
verlinken,verlinkt,haben
chiffrieren,chiffriert,haben
dechiffrieren,dechiffriert,haben
stampfen,gestampft,haben
schalten,geschaltet,haben
füsilieren,füsiliert,haben
vierteilen,viergeteilt,haben
erdolchen,erdolcht,haben
vergiften,vergiftet,haben
wiederbeleben,wiederbelebt,haben
rühmen,gerühmt,haben
retuschieren,retuschiert,haben
touchieren,touchiert,haben
trepanieren,trepaniert,haben
parlieren,parliert,haben
konversieren,konversiert,haben
konkurrieren,konkurriert,haben
präzisieren,präzisiert,haben
lamentieren,lamentiert,haben
düpieren,düpiert,haben
offerieren,offeriert,haben
schildern,geschildert,haben
schwächeln,geschwächelt,haben
betrinken,betrunken,haben
improvisieren,improvisiert,haben
polemisieren,polemisiert,haben
reinigen,gereinigt,haben
kommerzialisieren,kommerzialisiert,haben
streiken,gestreikt,haben
diskutieren,diskutiert,haben
duellieren,duelliert,haben
testieren,testiert,haben
jodeln,gejodelt,haben
herunterladen,heruntergeladen,haben
kritteln,gekrittelt,haben
peinigen,gepeinigt,haben
abhängen,abgehangen,haben
wispern,gewispert,haben
repatriieren,repatriiert,haben
Vorlage:Formatvorlage (Verb vereinfacht),gefühlt,haben
christianisieren,christianisiert,haben
inthronisieren,inthronisiert,haben
verscherbeln,verscherbelt,haben
bramarbasieren,bramarbasiert,haben
filzen,gefilzt,haben
einpflegen,eingepflegt,haben
ketteln,gekettelt,haben
foulen,gefoult,haben
erinnern,erinnert,haben
erwerben,erworben,haben
aufdecken,aufgedeckt,haben
verdanken,verdankt,haben
aufhalten,aufgehalten,haben
glaren,geglart,haben
quetschen,gequetscht,haben
girieren,giriert,haben
bluten,geblutet,haben
veräppeln,veräppelt,haben
vagieren,vagiert,haben
kapieren,kapiert,haben
flehen,gefleht,haben
furagieren,furagiert,haben
ausbüxen,ausgebüxt,sein
ruinieren,ruiniert,haben
vereiteln,vereitelt,haben
hinzufügen,hinzugefügt,haben
besiegeln,besiegelt,haben
besiegen,besiegt,haben
approbieren,approbiert,haben
anästhesieren,anästhesiert,haben
obsiegen,obsiegt,haben
alterieren,alteriert,haben
alimentieren,alimentiert,haben
pönalisieren,pönalisiert,haben
gaffen,gegafft,haben
gängeln,gegängelt,haben
gräzisieren,gräzisiert,haben
heiligen,geheiligt,haben
anpassen,angepasst,haben
zucken,gezuckt,haben
grinsen,gegrinst,haben
wünschen,gewünscht,haben
mausern,gemausert,haben
kitzeln,gekitzelt,haben
planen,geplant,haben
flüstern,geflüstert,haben
opalisieren,opalisiert,haben
rächen,gerächt,haben
verfluchen,verflucht,haben
chartern,gechartert,haben
paralysieren,paralysiert,haben
gackern,gegackert,haben
dilettieren,dilettiert,haben
dorren,gedorrt,sein
dörren,gedörrt,haben
ejakulieren,ejakuliert,haben
konsultieren,konsultiert,haben
realisieren,realisiert,haben
picheln,gepichelt,haben
plempern,geplempert,haben
panaschieren,panaschiert,haben
kumulieren,kumuliert,haben
metabolisieren,metabolisiert,haben
verstoffwechseln,verstoffwechselt,haben
terminieren,terminiert,haben
erlöschen,erloschen,sein
sedieren,sediert,haben
instrumentalisieren,instrumentalisiert,haben
flennen,geflennt,haben
zurückkehren,zurückgekehrt,sein
einkästen,eingekästet,haben
einkästeln,eingekästelt,haben
firnen,gefirnt,haben
küren,gekürt,haben
campen,gecampt,haben
bezahlen,bezahlt,haben
trischakeln,getrischakelt,haben
erstaunen,erstaunt,haben
wuseln,gewuselt,haben
rammeln,gerammelt,haben
erfassen,erfasst,haben
inkubieren,inkubiert,haben
propagieren,propagiert,haben
joggen,gejoggt,haben
aufnehmen,aufgenommen,haben
absenden,abgesendet,haben
verstecken,versteckt,haben
schmadern,geschmadert,haben
üben,geübt,haben
triangulieren,trianguliert,haben
zerstreuen,zerstreut,haben
schönreden,schöngeredet,haben
füllen,gefüllt,haben
fluoreszieren,fluoresziert,haben
leiten,geleitet,haben
schmähen,geschmäht,haben
gießen,gegossen,haben
erschweren,erschwert,haben
florieren,floriert,haben
fingieren,fingiert,haben
flanieren,flaniert,haben
flottieren,flottiert,haben
beißen,gebissen,haben
zerstören,zerstört,haben
umstellen,umstellt,haben
husten,gehustet,haben
pellen,gepellt,haben
austarieren,austariert,haben
kitten,gekittet,haben
schimmern,geschimmert,haben
huldigen,gehuldigt,haben
gestalten,gestaltet,haben
entwerfen,entworfen,haben
entfesseln,entfesselt,haben
befruchten,befruchtet,haben
klassieren,klassiert,haben
sautieren,sautiert,haben
herstellen,hergestellt,haben
klopfen,geklopft,haben
einsetzen,eingesetzt,haben
widerlegen,widerlegt,haben
mitzählen,mitgezählt,haben
platzieren,platziert,haben
harren,geharrt,haben
erzürnen,erzürnt,haben
ondulieren,onduliert,haben
dopen,gedopt,haben
fläzen,gefläzt,haben
benehmen,benommen,haben
aufgehen,aufgegangen,sein
behalten,behalten,haben
ahnen,geahnt,haben
dicht machen,dicht gemacht,haben
dichtmachen,dichtgemacht,haben
tasten,getastet,haben
schnarchen,geschnarcht,haben
tippen,getippt,haben
negoziieren,negoziiert,haben
stieben,gestoben,sein
malträtieren,malträtiert,haben
nottun,notgetan,haben
iterieren,iteriert,haben
verbrämen,verbrämt,haben
aufwachsen,aufgewachsen,sein
bestätigen,bestätigt,haben
äsen,geäst,haben
verbinden,verbunden,haben
zustimmen,zugestimmt,haben
domestizieren,domestiziert,haben
entnehmen,entnommen,haben
auslaufen,ausgelaufen,sein
ballestern,ballestert,haben
kalfatern,kalfatert,haben
ausziehen,ausgezogen,sein
wählen,gewählt,haben
spenden,gespendet,haben
verjagen,verjagt,haben
überraschen,überrascht,haben
vergleichen,verglichen,haben
rinnen,geronnen,sein
verrecken,verreckt,sein
kontrollieren,kontrolliert,haben
traversieren,traversiert,haben
abbremsen,abgebremst,haben
abziehen,abgezogen,haben
abgeben,abgegeben,haben
vereinfachen,vereinfacht,haben
fangen,gefangen,haben
skypen,geskypt,haben
verschmähen,verschmäht,haben
abdichten,abgedichtet,haben
abdienen,abgedient,haben
systematisieren,systematisiert,haben
veralten,veraltet,sein
depravieren,depraviert,haben
torkeln,getorkelt,haben
blankziehen,blankgezogen,haben
ablehnen,abgelehnt,haben
erigieren,erigiert,sein
oszillieren,oszilliert,haben
erlauben,erlaubt,haben
malmen,gemalmt,haben
stechen,gestochen,haben
benützen,benützt,haben
einladen,eingeladen,haben
entdecken,entdeckt,haben
befleißigen,befleißigt,haben
verlegen,verlegt,haben
erwischen,erwischt,haben
fortfahren,fortgefahren,sein
schwänzen,geschwänzt,haben
spazieren gehen,spazieren gegangen,sein
verknallen,verknallt,haben
fesseln,gefesselt,haben
ergreifen,ergriffen,haben
wiederholen,wiederholt,haben
anlachen,angelacht,haben
flirten,geflirtet,haben
vernichten,vernichtet,haben
aussaugen,ausgesogen,haben
knallen,geknallt,haben
zuhören,zugehört,haben
verpissen,verpisst,haben
ankreiden,angekreidet,haben
spänen,gespänt,haben
säugen,gesäugt,haben
beckmessern,gebeckmessert,haben
markieren,markiert,haben
behelligen,behelligt,haben
verteilen,verteilt,haben
stänkern,gestänkert,haben
erzählen,erzählt,haben
trennen,getrennt,haben
abschenken,abgeschenkt,haben
schaben,geschabt,haben
vernaschen,vernascht,haben
befördern,befördert,haben
vergehen,vergangen,haben
vermuten,vermutet,haben
begegnen,begegnet,sein
unterpunkten,unterpunktet,haben
abklemmen,abgeklemmt,haben
schachern,geschachert,haben
auflösen,aufgelöst,haben
schwanen,geschwant,haben
heranwachsen,herangewachsen,sein
bestimmen,bestimmt,haben
schüren,geschürt,haben
revanchieren,revanchiert,haben
ausfratscheln,ausgefratschelt,haben
anpingen,angepingt,haben
senden,gesendet,haben
exzerpieren,exzerpiert,haben
perpetuieren,perpetuiert,haben
disputieren,disputiert,haben
bemustern,bemustert,haben
faszinieren,fasziniert,haben
gasen,gegast,haben
umfallen,umgefallen,sein
schämen,geschämt,haben
trüben,getrübt,haben
verbleiben,verblieben,sein
vorgeben,vorgegeben,haben
beleben,belebt,haben
mehren,gemehrt,haben
argwöhnen,geargwöhnt,haben
steigen,gestiegen,sein
genießen,genossen,haben
drapieren,drapiert,haben
lädieren,lädiert,haben
vomieren,vomiert,haben
frühstücken,gefrühstückt,haben
abendessen,abendgegessen,haben
mittagessen,mittaggegessen,haben
möblieren,möbliert,haben
meinen,gemeint,haben
erheben,erhoben,haben
verlangen,verlangt,haben
anschließen,angeschlossen,haben
pochen,gepocht,haben
kundtun,kundgetan,haben
eiern,geeiert,haben
einnehmen,eingenommen,haben
ausnehmen,ausgenommen,haben
nachschlagen,nachgeschlagen,haben
angeben,angegeben,haben
unterstehen,unterstanden,haben
modulieren,moduliert,haben
turteln,geturtelt,haben
kobern,gekobert,haben
passen,gepasst,haben
schiffen,geschifft,haben
aufräumen,aufgeräumt,haben
äufnen,geäufnet,haben
wickeln,gewickelt,haben
aufwickeln,aufgewickelt,haben
aufwachen,aufgewacht,sein
drangsalieren,drangsaliert,haben
schassen,geschasst,haben
aushändigen,ausgehändigt,haben
dümpeln,gedümpelt,haben
ritzen,geritzt,haben
urgieren,urgiert,haben
verfassen,verfasst,haben
süßen,gesüßt,haben
richten,gerichtet,haben
rüffeln,gerüffelt,haben
flirren,geflirrt,haben
aufrichten,aufgerichtet,haben
dönern,gedönert,haben
befremden,befremdet,haben
invertieren,invertiert,haben
mampfen,gemampft,haben
verreisen,verreist,sein
wegfahren,weggefahren,sein
vermieten,vermietet,haben
versehren,versehrt,haben
fordern,gefordert,haben
verehren,verehrt,haben
umziehen,umgezogen,sein
transportieren,transportiert,haben
entgegenkommen,entgegengekommen,sein
überholen,überholt,haben
besteigen,bestiegen,haben
zagen,gezagt,haben
übernachten,übernachtet,haben
buchen,gebucht,haben
reservieren,reserviert,haben
auspacken,ausgepackt,haben
einpacken,eingepackt,haben
verbringen,verbracht,haben
besichtigen,besichtigt,haben
optieren,optiert,haben
lustwandeln,lustgewandelt,sein
nagen,genagt,haben
knabbern,geknabbert,haben
verbieten,verboten,haben
frohlocken,frohlockt,haben
kaprizieren,kapriziert,haben
weihnachten,geweihnachtet,haben
einführen,eingeführt,haben
auskehren,ausgekehrt,haben
initiieren,initiiert,haben
beschädigen,beschädigt,haben
zurückgeben,zurückgegeben,haben
leuchten,geleuchtet,haben
fortsetzen,fortgesetzt,haben
reichen,gereicht,haben
klatschen,geklatscht,haben
zünden,gezündet,haben
seifen,geseift,haben
fegen,gefegt,haben
türken,getürkt,haben
räuspern,geräuspert,haben
adeln,geadelt,haben
knattern,geknattert,haben
bedienen,bedient,haben
ramponieren,ramponiert,haben
reinpfeifen,reingepfiffen,haben
fabrizieren,fabriziert,haben
fabulieren,fabuliert,haben
poussieren,poussiert,haben
insinuieren,insinuiert,haben
sponsern,gesponsert,haben
gereichen,gereicht,haben
aggregieren,aggregiert,haben
kuratieren,kuratiert,haben
bannen,gebannt,haben
konfluieren,konfluiert,sein
vergeben,vergeben,haben
schicken,geschickt,haben
drücken,gedrückt,haben
stecken,gesteckt,haben
übergeben,übergeben,haben
lenken,gelenkt,haben
begehen,begangen,haben
angreifen,angegriffen,haben
schützen,geschützt,haben
versorgen,versorgt,haben
kämpfen,gekämpft,haben
mischen,gemischt,haben
aufheben,aufgehoben,haben
scheinen,geschienen,haben
abschließen,abgeschlossen,haben
entscheiden,entschieden,haben
ansehen,angesehen,haben
verderben,verdorben,haben
schreiten,geschritten,sein
fischen,gefischt,haben
garantieren,garantiert,haben
erledigen,erledigt,haben
reißen,gerissen,haben
vermengen,vermengt,haben
tagen,getagt,haben
jagen,gejagt,haben
sieden,gesotten,haben
weggehen,weggegangen,sein
aushalten,ausgehalten,haben
ansprechen,angesprochen,haben
schwatzen,geschwatzt,haben
konvergieren,konvergiert,haben
differieren,differiert,haben
isolieren,isoliert,haben
traben,getrabt,sein
torpedieren,torpediert,haben
abdingen,abgedingt,haben
mahlen,gemahlen,haben
gammeln,gegammelt,haben
aufmotzen,aufgemotzt,haben
affigieren,affigiert,haben
garen,gegart,haben
gieren,gegiert,haben
babbeln,gebabbelt,haben
vertreiben,vertrieben,haben
kicken,gekickt,haben
ausstellen,ausgestellt,haben
anschauen,angeschaut,haben
gären,gegoren,haben
abstürzen,abgestürzt,sein
umkehren,umgekehrt,sein
kalligraphieren,kalligraphiert,haben
regieren,regiert,haben
spülen,gespült,haben
bersten,geborsten,sein
ergänzen,ergänzt,haben
beeindrucken,beeindruckt,haben
behandeln,behandelt,haben
erbrechen,erbrochen,haben
stoßen,gestoßen,haben
kneifen,gekniffen,haben
eilen,geeilt,haben
ausgehen,ausgegangen,sein
räsonieren,räsoniert,haben
obedieren,obediert,haben
erbieten,erboten,haben
anbringen,angebracht,haben
wälzen,gewälzt,haben
dringen,gedrungen,sein
lullen,gelullt,haben
einlullen,eingelullt,haben
vortäuschen,vorgetäuscht,haben
empfangen,empfangen,haben
empfehlen,empfohlen,haben
hauen,gehauen,haben
abbedingen,abbedingt,haben
hausen,gehaust,haben
greifen,gegriffen,haben
kräuseln,gekräuselt,haben
mäkeln,gemäkelt,haben
abchoppen,abgechoppt,haben
abkommen,abgekommen,sein
priorisieren,priorisiert,haben
anbellen,angebellt,haben
beneiden,beneidet,haben
wehen,geweht,haben
aussortieren,aussortiert,haben
vorkommen,vorgekommen,sein
blühen,geblüht,haben
feiern,gefeiert,haben
nüffeln,genüffelt,haben
niffeln,geniffelt,haben
begrüßen,begrüßt,haben
bedonnern,bedonnert,sein
mitmischen,mitgemischt,haben
marginalisieren,marginalisiert,haben
enttäuschen,enttäuscht,haben
anrufen,angerufen,haben
belohnen,belohnt,haben
bestrafen,bestraft,haben
avancieren,avanciert,sein
gerben,gegerbt,haben
penetrieren,penetriert,haben
vertilgen,vertilgt,haben
ermüden,ermüdet,haben
überwallen,übergewallt,sein
aufziehen,aufgezogen,haben
probieren,probiert,haben
bedingen,bedingt,haben
abtreiben,abgetrieben,haben
adressieren,adressiert,haben
aufzeigen,aufgezeigt,haben
fördern,gefördert,haben
unterweisen,unterwiesen,haben
eingehen,eingegangen,sein
quälen,gequält,haben
baumeln,gebaumelt,haben
rollen,gerollt,haben
unterstützen,unterstützt,haben
bescheiden,beschieden,haben
verbessern,verbessert,haben
anmieten,angemietet,haben
fixen,gefixt,haben
streiten,gestritten,haben
programmieren,programmiert,haben
einverleiben,einverleibt,haben
fisseln,gefisselt,haben
anstrengen,angestrengt,haben
wulacken,gewulackt,haben
durchführen,durchgeführt,haben
konspirieren,konspiriert,haben
zerlegen,zerlegt,haben
verleumden,verleumdet,haben
basteln,gebastelt,haben
bedauern,bedauert,haben
melden,gemeldet,haben
warten,gewartet,haben
flüchten,geflüchtet,sein
stürzen,gestürzt,sein
beweisen,bewiesen,haben
sinken,gesunken,sein
empfinden,empfunden,haben
gelingen,gelungen,sein
ernten,geerntet,haben
ausreichen,ausgereicht,haben
hinreichen,hingereicht,haben
zufriedenstellen,zufriedengestellt,haben
genügen,genügt,haben
ertragen,ertragen,haben
hemmen,gehemmt,haben
hoffen,gehofft,haben
wehren,gewehrt,haben
abschneiden,abgeschnitten,haben
kratzen,gekratzt,haben
wegnehmen,weggenommen,haben
fuhrwerken,gefuhrwerkt,haben
ruhen,geruht,haben
leisten,geleistet,haben
erläutern,erläutert,haben
grätschen,gegrätscht,haben
bestellen,bestellt,haben
verhöhnen,verhöhnt,haben
unwirschen,geunwirscht,haben
bemerken,bemerkt,haben
harschen,geharscht,haben
verharschen,verharscht,sein
injizieren,injiziert,haben
verändern,verändert,haben
erfüllen,erfüllt,haben
beachten,beachtet,haben
bohren,gebohrt,haben
verbreiten,verbreitet,haben
erhöhen,erhöht,haben
anzeigen,angezeigt,haben
winden,gewunden,haben
belästigen,belästigt,haben
reparieren,repariert,haben
gewöhnen,gewöhnt,haben
beschäftigen,beschäftigt,haben
greinen,gegreint,haben
beschleunigen,beschleunigt,haben
seichen,geseicht,haben
löschen,gelöscht,haben
zwicken,gezwickt,haben
sauen,gesaut,haben
versauen,versaut,haben
verdienen,verdient,haben
versteifen,versteift,haben
ausbreiten,ausgebreitet,haben
platzen,geplatzt,sein
hinausfliegen,hinausgeflogen,sein
hintreten,hingetreten,haben
hären,gehärt,haben
gehören,gehört,haben
rühren,gerührt,haben
tingieren,tingiert,haben
vereinigen,vereinigt,haben
ausführen,ausgeführt,haben
beschreiben,beschrieben,haben
bezirzen,bezirzt,haben
durchstarten,durchgestartet,sein
sehnen,gesehnt,haben
heulen,geheult,haben
respektieren,respektiert,haben
lauern,gelauert,haben
perseverieren,perseveriert,haben
festkehren,gefestkehrt,haben
schelten,gescholten,haben
pludern,gepludert,haben
entwenden,entwendet,haben
zitieren,zitiert,haben
hacken,gehackt,haben
entschärfen,entschärft,haben
arschen,gearscht,haben
ärschen,geärscht,haben
enteilen,enteilt,sein
enterben,enterbt,haben
